team1,team2,venue,toss_winner,toss_decision,team1_wins,team1_losses,team2_wins,team2_losses,h2h_team1_wins,h2h_team2_wins,team1_form,team2_form,home_team,winner
Chennai Super Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,Chennai Super Kings,bat,66,34,47,53,3,7,4,2,Royal Challengers Bangalore,Royal Challengers Bangalore
Lucknow Super Giants,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,field,44,56,64,36,4,6,1,2,Rajasthan Royals,Rajasthan Royals
Royal Challengers Bangalore,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Sunrisers Hyderabad,bat,42,58,58,42,3,7,5,1,Royal Challengers Bangalore,Royal Challengers Bangalore
Lucknow Super Giants,Chennai Super Kings,M. Chinnaswamy Stadium,Chennai Super Kings,bat,47,53,79,21,3,7,5,5,Lucknow Super Giants,Chennai Super Kings
Kolkata Knight Riders,Gujarat Titans,M. Chinnaswamy Stadium,Gujarat Titans,field,65,35,40,60,3,7,1,2,Gujarat Titans,Gujarat Titans
Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,bat,64,36,68,32,5,5,4,4,Chennai Super Kings,Royal Challengers Bangalore
Lucknow Super Giants,Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,bat,78,22,40,60,5,5,1,3,Lucknow Super Giants,Royal Challengers Bangalore
Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,bat,54,46,49,51,5,5,4,4,Chennai Super Kings,Chennai Super Kings
Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,field,72,28,46,54,3,7,3,3,Gujarat Titans,Gujarat Titans
Rajasthan Royals,Royal Challengers Bangalore,Eden Gardens,Rajasthan Royals,bat,49,51,71,29,4,6,2,3,Rajasthan Royals,Royal Challengers Bangalore
Mumbai Indians,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Mumbai Indians,field,71,29,43,57,7,3,5,2,Mumbai Indians,Mumbai Indians
Punjab Kings,Kolkata Knight Riders,M. A. Chidambaram Stadium,Punjab Kings,field,70,30,60,40,4,6,4,3,Kolkata Knight Riders,Kolkata Knight Riders
Rajasthan Royals,Lucknow Super Giants,Sawai Mansingh Stadium,Lucknow Super Giants,bat,58,42,70,30,7,3,1,5,Rajasthan Royals,Rajasthan Royals
Sunrisers Hyderabad,Punjab Kings,Wankhede Stadium,Punjab Kings,field,46,54,70,30,6,4,2,3,Punjab Kings,Punjab Kings
Rajasthan Royals,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,Rajasthan Royals,bat,79,21,66,34,7,3,5,5,Rajasthan Royals,Rajasthan Royals
Chennai Super Kings,Delhi Capitals,M. A. Chidambaram Stadium,Delhi Capitals,bat,54,46,45,55,4,6,1,4,Chennai Super Kings,Delhi Capitals
Kolkata Knight Riders,Punjab Kings,Wankhede Stadium,Kolkata Knight Riders,field,51,49,79,21,3,7,5,2,Kolkata Knight Riders,Kolkata Knight Riders
Punjab Kings,Mumbai Indians,Eden Gardens,Punjab Kings,bat,44,56,51,49,5,5,4,4,Mumbai Indians,Mumbai Indians
Delhi Capitals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Delhi Capitals,field,68,32,77,23,3,7,2,5,Delhi Capitals,Delhi Capitals
Royal Challengers Bangalore,Punjab Kings,Sawai Mansingh Stadium,Punjab Kings,field,54,46,79,21,4,6,5,2,Punjab Kings,Punjab Kings
Lucknow Super Giants,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,field,71,29,59,41,6,4,1,2,Lucknow Super Giants,Lucknow Super Giants
Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,bat,64,36,69,31,5,5,5,5,Rajasthan Royals,Sunrisers Hyderabad
Lucknow Super Giants,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,field,59,41,55,45,5,5,2,3,Lucknow Super Giants,Kolkata Knight Riders
Royal Challengers Bangalore,Rajasthan Royals,Wankhede Stadium,Royal Challengers Bangalore,field,78,22,51,49,7,3,2,3,Royal Challengers Bangalore,Royal Challengers Bangalore
Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,55,45,60,40,6,4,1,5,Chennai Super Kings,Kolkata Knight Riders
Lucknow Super Giants,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,55,45,69,31,7,3,4,5,Royal Challengers Bangalore,Royal Challengers Bangalore
Mumbai Indians,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,field,65,35,76,24,7,3,5,5,Mumbai Indians,Mumbai Indians
Mumbai Indians,Punjab Kings,M. A. Chidambaram Stadium,Mumbai Indians,bat,50,50,66,34,5,5,2,5,Punjab Kings,Punjab Kings
Lucknow Super Giants,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,bat,71,29,70,30,7,3,1,3,Chennai Super Kings,Chennai Super Kings
Sunrisers Hyderabad,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,field,53,47,42,58,7,3,3,5,Sunrisers Hyderabad,Delhi Capitals
Rajasthan Royals,Delhi Capitals,Eden Gardens,Delhi Capitals,field,75,25,43,57,4,6,1,3,Rajasthan Royals,Delhi Capitals
Royal Challengers Bangalore,Rajasthan Royals,Arun Jaitley Stadium,Royal Challengers Bangalore,field,60,40,78,22,3,7,4,4,Royal Challengers Bangalore,Royal Challengers Bangalore
Chennai Super Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,Chennai Super Kings,field,71,29,52,48,6,4,4,3,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,bat,53,47,52,48,7,3,2,2,Royal Challengers Bangalore,Royal Challengers Bangalore
Lucknow Super Giants,Punjab Kings,Rajiv Gandhi International Stadium,Lucknow Super Giants,bat,70,30,49,51,6,4,2,3,Lucknow Super Giants,Lucknow Super Giants
Gujarat Titans,Sunrisers Hyderabad,Wankhede Stadium,Gujarat Titans,bat,73,27,77,23,3,7,5,4,Sunrisers Hyderabad,Sunrisers Hyderabad
Delhi Capitals,Mumbai Indians,Sawai Mansingh Stadium,Delhi Capitals,field,56,44,43,57,5,5,3,4,Delhi Capitals,Delhi Capitals
Mumbai Indians,Royal Challengers Bangalore,Eden Gardens,Mumbai Indians,bat,55,45,50,50,4,6,1,2,Royal Challengers Bangalore,Royal Challengers Bangalore
Rajasthan Royals,Mumbai Indians,M. A. Chidambaram Stadium,Mumbai Indians,bat,68,32,54,46,4,6,4,1,Rajasthan Royals,Rajasthan Royals
Punjab Kings,Gujarat Titans,Eden Gardens,Gujarat Titans,bat,62,38,71,29,4,6,1,3,Punjab Kings,Punjab Kings
Punjab Kings,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,field,69,31,47,53,6,4,1,1,Kolkata Knight Riders,Punjab Kings
Gujarat Titans,Punjab Kings,M. Chinnaswamy Stadium,Gujarat Titans,field,63,37,58,42,6,4,4,1,Punjab Kings,Gujarat Titans
Kolkata Knight Riders,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,bat,69,31,62,38,7,3,2,5,Sunrisers Hyderabad,Kolkata Knight Riders
Lucknow Super Giants,Rajasthan Royals,M. Chinnaswamy Stadium,Lucknow Super Giants,field,44,56,46,54,3,7,5,3,Lucknow Super Giants,Lucknow Super Giants
Gujarat Titans,Lucknow Super Giants,M. A. Chidambaram Stadium,Lucknow Super Giants,field,62,38,63,37,7,3,3,3,Gujarat Titans,Gujarat Titans
Delhi Capitals,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,bat,45,55,49,51,3,7,4,4,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Rajasthan Royals,field,42,58,67,33,5,5,2,3,Sunrisers Hyderabad,Sunrisers Hyderabad
Chennai Super Kings,Punjab Kings,M. Chinnaswamy Stadium,Chennai Super Kings,field,51,49,69,31,3,7,3,4,Punjab Kings,Punjab Kings
Rajasthan Royals,Kolkata Knight Riders,M. Chinnaswamy Stadium,Kolkata Knight Riders,bat,65,35,66,34,6,4,5,5,Kolkata Knight Riders,Kolkata Knight Riders
Punjab Kings,Delhi Capitals,M. Chinnaswamy Stadium,Punjab Kings,field,51,49,56,44,4,6,2,4,Punjab Kings,Punjab Kings
Rajasthan Royals,Kolkata Knight Riders,Arun Jaitley Stadium,Rajasthan Royals,bat,49,51,67,33,6,4,3,2,Kolkata Knight Riders,Kolkata Knight Riders
Royal Challengers Bangalore,Sunrisers Hyderabad,Sawai Mansingh Stadium,Royal Challengers Bangalore,bat,65,35,47,53,6,4,1,4,Sunrisers Hyderabad,Royal Challengers Bangalore
Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,Rajasthan Royals,bat,44,56,53,47,7,3,2,4,Mumbai Indians,Rajasthan Royals
Delhi Capitals,Rajasthan Royals,Rajiv Gandhi International Stadium,Rajasthan Royals,field,44,56,47,53,7,3,4,1,Delhi Capitals,Delhi Capitals
Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,field,46,54,65,35,3,7,2,4,Sunrisers Hyderabad,Punjab Kings
Sunrisers Hyderabad,Lucknow Super Giants,Sawai Mansingh Stadium,Sunrisers Hyderabad,bat,61,39,68,32,6,4,5,5,Sunrisers Hyderabad,Sunrisers Hyderabad
Sunrisers Hyderabad,Delhi Capitals,Eden Gardens,Delhi Capitals,field,64,36,54,46,6,4,2,1,Delhi Capitals,Sunrisers Hyderabad
Lucknow Super Giants,Delhi Capitals,Rajiv Gandhi International Stadium,Lucknow Super Giants,field,71,29,48,52,4,6,3,4,Lucknow Super Giants,Lucknow Super Giants
Lucknow Super Giants,Kolkata Knight Riders,Rajiv Gandhi International Stadium,Kolkata Knight Riders,bat,60,40,58,42,6,4,5,2,Lucknow Super Giants,Lucknow Super Giants
Kolkata Knight Riders,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,field,78,22,48,52,3,7,3,5,Rajasthan Royals,Rajasthan Royals
Chennai Super Kings,Lucknow Super Giants,Wankhede Stadium,Lucknow Super Giants,field,65,35,79,21,5,5,3,2,Lucknow Super Giants,Lucknow Super Giants
Royal Challengers Bangalore,Delhi Capitals,M. Chinnaswamy Stadium,Delhi Capitals,bat,54,46,45,55,5,5,4,5,Delhi Capitals,Delhi Capitals
Mumbai Indians,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,bat,51,49,58,42,4,6,4,5,Sunrisers Hyderabad,Sunrisers Hyderabad
Rajasthan Royals,Chennai Super Kings,Eden Gardens,Rajasthan Royals,bat,41,59,79,21,7,3,3,5,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Kolkata Knight Riders,Wankhede Stadium,Chennai Super Kings,field,68,32,42,58,3,7,2,5,Chennai Super Kings,Chennai Super Kings
Kolkata Knight Riders,Mumbai Indians,Sawai Mansingh Stadium,Kolkata Knight Riders,field,78,22,57,43,4,6,4,5,Kolkata Knight Riders,Kolkata Knight Riders
Gujarat Titans,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,bat,47,53,78,22,7,3,1,3,Sunrisers Hyderabad,Sunrisers Hyderabad
Chennai Super Kings,Punjab Kings,Sawai Mansingh Stadium,Punjab Kings,field,66,34,45,55,6,4,4,1,Chennai Super Kings,Chennai Super Kings
Gujarat Titans,Kolkata Knight Riders,M. A. Chidambaram Stadium,Gujarat Titans,field,69,31,50,50,7,3,3,5,Gujarat Titans,Gujarat Titans
Mumbai Indians,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,bat,79,21,65,35,7,3,5,5,Mumbai Indians,Mumbai Indians
Lucknow Super Giants,Rajasthan Royals,Wankhede Stadium,Lucknow Super Giants,bat,77,23,40,60,4,6,3,4,Rajasthan Royals,Lucknow Super Giants
Delhi Capitals,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,bat,58,42,45,55,4,6,1,4,Royal Challengers Bangalore,Royal Challengers Bangalore
Mumbai Indians,Royal Challengers Bangalore,Arun Jaitley Stadium,Mumbai Indians,bat,73,27,79,21,3,7,1,5,Royal Challengers Bangalore,Royal Challengers Bangalore
Punjab Kings,Sunrisers Hyderabad,Eden Gardens,Punjab Kings,field,47,53,47,53,5,5,2,4,Punjab Kings,Sunrisers Hyderabad
Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,Mumbai Indians,field,69,31,69,31,6,4,2,1,Mumbai Indians,Lucknow Super Giants
Delhi Capitals,Mumbai Indians,M. Chinnaswamy Stadium,Delhi Capitals,field,59,41,44,56,6,4,5,5,Mumbai Indians,Delhi Capitals
Delhi Capitals,Rajasthan Royals,Wankhede Stadium,Delhi Capitals,bat,55,45,60,40,4,6,1,1,Rajasthan Royals,Delhi Capitals
Mumbai Indians,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Mumbai Indians,field,60,40,60,40,6,4,1,2,Sunrisers Hyderabad,Mumbai Indians
Punjab Kings,Kolkata Knight Riders,Rajiv Gandhi International Stadium,Kolkata Knight Riders,bat,77,23,42,58,5,5,1,3,Kolkata Knight Riders,Punjab Kings
Punjab Kings,Royal Challengers Bangalore,M. A. Chidambaram Stadium,Royal Challengers Bangalore,bat,73,27,50,50,3,7,1,1,Punjab Kings,Royal Challengers Bangalore
Delhi Capitals,Lucknow Super Giants,M. Chinnaswamy Stadium,Delhi Capitals,bat,56,44,70,30,3,7,4,5,Delhi Capitals,Lucknow Super Giants
Royal Challengers Bangalore,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Sunrisers Hyderabad,field,79,21,68,32,4,6,4,2,Sunrisers Hyderabad,Sunrisers Hyderabad
Sunrisers Hyderabad,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,field,49,51,77,23,5,5,4,1,Kolkata Knight Riders,Kolkata Knight Riders
Royal Challengers Bangalore,Sunrisers Hyderabad,Eden Gardens,Royal Challengers Bangalore,field,56,44,79,21,3,7,2,4,Royal Challengers Bangalore,Sunrisers Hyderabad
Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Lucknow Super Giants,bat,72,28,60,40,4,6,4,5,Rajasthan Royals,Lucknow Super Giants
Sunrisers Hyderabad,Punjab Kings,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,bat,49,51,52,48,6,4,2,2,Punjab Kings,Punjab Kings
Kolkata Knight Riders,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai Super Kings,field,48,52,74,26,4,6,2,5,Kolkata Knight Riders,Chennai Super Kings
Royal Challengers Bangalore,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,field,78,22,71,29,7,3,2,3,Kolkata Knight Riders,Royal Challengers Bangalore
Rajasthan Royals,Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,bat,52,48,70,30,6,4,1,2,Royal Challengers Bangalore,Royal Challengers Bangalore
Rajasthan Royals,Punjab Kings,Arun Jaitley Stadium,Rajasthan Royals,bat,58,42,58,42,3,7,5,2,Punjab Kings,Rajasthan Royals
Lucknow Super Giants,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,Lucknow Super Giants,bat,79,21,43,57,4,6,5,2,Lucknow Super Giants,Lucknow Super Giants
Gujarat Titans,Lucknow Super Giants,Arun Jaitley Stadium,Gujarat Titans,bat,66,34,73,27,5,5,1,2,Gujarat Titans,Gujarat Titans
Rajasthan Royals,Punjab Kings,Rajiv Gandhi International Stadium,Rajasthan Royals,field,78,22,69,31,7,3,1,2,Punjab Kings,Punjab Kings
Rajasthan Royals,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Rajasthan Royals,field,76,24,62,38,3,7,3,3,Sunrisers Hyderabad,Rajasthan Royals
Gujarat Titans,Chennai Super Kings,Rajiv Gandhi International Stadium,Chennai Super Kings,field,59,41,64,36,7,3,5,2,Chennai Super Kings,Gujarat Titans
Mumbai Indians,Chennai Super Kings,Eden Gardens,Chennai Super Kings,bat,79,21,42,58,4,6,4,4,Chennai Super Kings,Chennai Super Kings
Royal Challengers Bangalore,Rajasthan Royals,Eden Gardens,Royal Challengers Bangalore,bat,77,23,42,58,6,4,1,1,Rajasthan Royals,Royal Challengers Bangalore
Kolkata Knight Riders,Gujarat Titans,Sawai Mansingh Stadium,Kolkata Knight Riders,bat,70,30,60,40,5,5,2,3,Gujarat Titans,Kolkata Knight Riders
Lucknow Super Giants,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,field,78,22,75,25,4,6,2,4,Lucknow Super Giants,Royal Challengers Bangalore
Delhi Capitals,Mumbai Indians,M. Chinnaswamy Stadium,Delhi Capitals,bat,54,46,45,55,5,5,4,2,Mumbai Indians,Delhi Capitals
Delhi Capitals,Lucknow Super Giants,Punjab Cricket Association IS Bindra Stadium,Delhi Capitals,field,75,25,68,32,6,4,5,2,Lucknow Super Giants,Delhi Capitals
Royal Challengers Bangalore,Sunrisers Hyderabad,Sawai Mansingh Stadium,Royal Challengers Bangalore,bat,42,58,53,47,3,7,2,4,Royal Challengers Bangalore,Royal Challengers Bangalore
Punjab Kings,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,bat,44,56,62,38,4,6,5,2,Punjab Kings,Rajasthan Royals
Gujarat Titans,Kolkata Knight Riders,Sawai Mansingh Stadium,Gujarat Titans,field,44,56,67,33,3,7,3,3,Gujarat Titans,Kolkata Knight Riders
Sunrisers Hyderabad,Kolkata Knight Riders,Arun Jaitley Stadium,Sunrisers Hyderabad,bat,40,60,77,23,5,5,3,4,Kolkata Knight Riders,Kolkata Knight Riders
Mumbai Indians,Royal Challengers Bangalore,Arun Jaitley Stadium,Royal Challengers Bangalore,bat,63,37,64,36,7,3,3,3,Royal Challengers Bangalore,Mumbai Indians
Delhi Capitals,Lucknow Super Giants,Punjab Cricket Association IS Bindra Stadium,Delhi Capitals,field,77,23,52,48,6,4,3,2,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,Rajasthan Royals,bat,62,38,73,27,3,7,1,2,Sunrisers Hyderabad,Sunrisers Hyderabad
Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,bat,52,48,56,44,6,4,3,1,Royal Challengers Bangalore,Royal Challengers Bangalore
Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,field,70,30,64,36,6,4,1,2,Kolkata Knight Riders,Kolkata Knight Riders
Rajasthan Royals,Lucknow Super Giants,Punjab Cricket Association IS Bindra Stadium,Lucknow Super Giants,bat,54,46,51,49,3,7,2,5,Lucknow Super Giants,Lucknow Super Giants
Rajasthan Royals,Lucknow Super Giants,M. A. Chidambaram Stadium,Lucknow Super Giants,field,49,51,57,43,6,4,1,4,Rajasthan Royals,Rajasthan Royals
Mumbai Indians,Lucknow Super Giants,Arun Jaitley Stadium,Mumbai Indians,bat,62,38,56,44,3,7,1,2,Lucknow Super Giants,Lucknow Super Giants
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,bat,46,54,44,56,4,6,5,3,Chennai Super Kings,Punjab Kings
Punjab Kings,Chennai Super Kings,Eden Gardens,Chennai Super Kings,field,75,25,66,34,5,5,3,5,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,Mumbai Indians,bat,61,39,79,21,7,3,1,3,Kolkata Knight Riders,Kolkata Knight Riders
Mumbai Indians,Gujarat Titans,Rajiv Gandhi International Stadium,Mumbai Indians,field,48,52,49,51,6,4,2,5,Mumbai Indians,Mumbai Indians
Punjab Kings,Gujarat Titans,Wankhede Stadium,Gujarat Titans,bat,44,56,63,37,7,3,5,4,Gujarat Titans,Gujarat Titans
Kolkata Knight Riders,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,Rajasthan Royals,bat,74,26,44,56,6,4,1,5,Kolkata Knight Riders,Rajasthan Royals
Royal Challengers Bangalore,Kolkata Knight Riders,Sawai Mansingh Stadium,Royal Challengers Bangalore,field,67,33,70,30,4,6,1,2,Royal Challengers Bangalore,Kolkata Knight Riders
Punjab Kings,Lucknow Super Giants,M. A. Chidambaram Stadium,Punjab Kings,bat,52,48,69,31,7,3,2,5,Lucknow Super Giants,Punjab Kings
Delhi Capitals,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,bat,58,42,60,40,3,7,5,1,Chennai Super Kings,Delhi Capitals
Rajasthan Royals,Punjab Kings,Arun Jaitley Stadium,Rajasthan Royals,bat,44,56,57,43,6,4,3,3,Punjab Kings,Punjab Kings
Kolkata Knight Riders,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Kolkata Knight Riders,field,60,40,47,53,4,6,1,3,Kolkata Knight Riders,Kolkata Knight Riders
Chennai Super Kings,Gujarat Titans,Punjab Cricket Association IS Bindra Stadium,Gujarat Titans,bat,65,35,64,36,4,6,4,2,Gujarat Titans,Gujarat Titans
Kolkata Knight Riders,Chennai Super Kings,M. Chinnaswamy Stadium,Kolkata Knight Riders,bat,40,60,77,23,3,7,2,1,Kolkata Knight Riders,Kolkata Knight Riders
Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,Kolkata Knight Riders,field,62,38,69,31,5,5,4,1,Kolkata Knight Riders,Kolkata Knight Riders
Chennai Super Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,Royal Challengers Bangalore,field,76,24,72,28,3,7,2,5,Chennai Super Kings,Royal Challengers Bangalore
Delhi Capitals,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,bat,76,24,72,28,3,7,5,5,Delhi Capitals,Delhi Capitals
Gujarat Titans,Delhi Capitals,M. A. Chidambaram Stadium,Delhi Capitals,bat,40,60,71,29,7,3,4,2,Gujarat Titans,Gujarat Titans
Sunrisers Hyderabad,Rajasthan Royals,Arun Jaitley Stadium,Rajasthan Royals,field,77,23,68,32,7,3,4,5,Rajasthan Royals,Rajasthan Royals
Punjab Kings,Lucknow Super Giants,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,bat,67,33,41,59,7,3,2,4,Lucknow Super Giants,Punjab Kings
Kolkata Knight Riders,Mumbai Indians,Rajiv Gandhi International Stadium,Kolkata Knight Riders,field,60,40,75,25,3,7,3,5,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,bat,76,24,43,57,3,7,1,1,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Gujarat Titans,M. Chinnaswamy Stadium,Mumbai Indians,bat,50,50,77,23,5,5,3,5,Mumbai Indians,Mumbai Indians
Rajasthan Royals,Punjab Kings,Eden Gardens,Rajasthan Royals,bat,73,27,58,42,3,7,4,5,Rajasthan Royals,Rajasthan Royals
Sunrisers Hyderabad,Punjab Kings,Sawai Mansingh Stadium,Punjab Kings,field,70,30,77,23,5,5,1,4,Punjab Kings,Punjab Kings
Lucknow Super Giants,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,field,78,22,46,54,6,4,3,4,Gujarat Titans,Gujarat Titans
Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,Gujarat Titans,field,63,37,54,46,3,7,4,2,Chennai Super Kings,Chennai Super Kings
Rajasthan Royals,Mumbai Indians,Rajiv Gandhi International Stadium,Rajasthan Royals,field,77,23,42,58,5,5,4,1,Rajasthan Royals,Rajasthan Royals
Rajasthan Royals,Chennai Super Kings,M. A. Chidambaram Stadium,Rajasthan Royals,bat,61,39,77,23,5,5,5,1,Rajasthan Royals,Rajasthan Royals
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Rajasthan Royals,field,54,46,51,49,6,4,1,3,Mumbai Indians,Rajasthan Royals
Punjab Kings,Rajasthan Royals,Rajiv Gandhi International Stadium,Punjab Kings,bat,79,21,51,49,6,4,4,2,Rajasthan Royals,Punjab Kings
Chennai Super Kings,Sunrisers Hyderabad,Eden Gardens,Chennai Super Kings,field,65,35,61,39,7,3,5,4,Sunrisers Hyderabad,Chennai Super Kings
Chennai Super Kings,Punjab Kings,M. Chinnaswamy Stadium,Punjab Kings,field,73,27,63,37,5,5,1,5,Chennai Super Kings,Chennai Super Kings
Rajasthan Royals,Lucknow Super Giants,M. Chinnaswamy Stadium,Rajasthan Royals,bat,66,34,61,39,4,6,2,5,Rajasthan Royals,Rajasthan Royals
Royal Challengers Bangalore,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai Super Kings,field,79,21,62,38,5,5,4,3,Chennai Super Kings,Chennai Super Kings
Kolkata Knight Riders,Gujarat Titans,Rajiv Gandhi International Stadium,Kolkata Knight Riders,bat,40,60,54,46,5,5,1,4,Gujarat Titans,Gujarat Titans
Rajasthan Royals,Punjab Kings,M. A. Chidambaram Stadium,Punjab Kings,field,75,25,55,45,4,6,3,3,Punjab Kings,Punjab Kings
Lucknow Super Giants,Punjab Kings,Sawai Mansingh Stadium,Lucknow Super Giants,bat,71,29,74,26,6,4,5,5,Lucknow Super Giants,Lucknow Super Giants
Punjab Kings,Gujarat Titans,Wankhede Stadium,Punjab Kings,bat,79,21,46,54,7,3,2,1,Punjab Kings,Punjab Kings
Chennai Super Kings,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,79,21,52,48,6,4,4,5,Rajasthan Royals,Rajasthan Royals
Lucknow Super Giants,Gujarat Titans,Sawai Mansingh Stadium,Gujarat Titans,bat,68,32,62,38,7,3,5,3,Lucknow Super Giants,Lucknow Super Giants
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,Chennai Super Kings,bat,79,21,41,59,6,4,3,1,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,bat,76,24,42,58,4,6,3,1,Delhi Capitals,Mumbai Indians
Royal Challengers Bangalore,Punjab Kings,Sawai Mansingh Stadium,Punjab Kings,field,73,27,48,52,7,3,2,3,Royal Challengers Bangalore,Royal Challengers Bangalore
Delhi Capitals,Lucknow Super Giants,Arun Jaitley Stadium,Lucknow Super Giants,field,42,58,73,27,7,3,2,2,Delhi Capitals,Delhi Capitals
Delhi Capitals,Punjab Kings,M. Chinnaswamy Stadium,Delhi Capitals,bat,64,36,76,24,7,3,4,2,Punjab Kings,Punjab Kings
Sunrisers Hyderabad,Delhi Capitals,Sawai Mansingh Stadium,Sunrisers Hyderabad,bat,47,53,40,60,5,5,1,3,Delhi Capitals,Delhi Capitals
Punjab Kings,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,field,60,40,61,39,7,3,4,3,Rajasthan Royals,Rajasthan Royals
Delhi Capitals,Chennai Super Kings,M. Chinnaswamy Stadium,Delhi Capitals,bat,53,47,72,28,5,5,5,1,Delhi Capitals,Delhi Capitals
Lucknow Super Giants,Mumbai Indians,Rajiv Gandhi International Stadium,Mumbai Indians,bat,45,55,47,53,5,5,4,1,Lucknow Super Giants,Mumbai Indians
Lucknow Super Giants,Gujarat Titans,Wankhede Stadium,Gujarat Titans,field,73,27,57,43,6,4,3,1,Lucknow Super Giants,Lucknow Super Giants
Sunrisers Hyderabad,Chennai Super Kings,M. A. Chidambaram Stadium,Sunrisers Hyderabad,field,53,47,50,50,4,6,5,4,Chennai Super Kings,Chennai Super Kings
